chembl_id,compound_name,SMILES,linked_proteins,num_linked_proteins,num_druggable_proteins,linked_pathways,num_linked_pathways,num_key_pathways,linked_MoAs,approval_phase_max,status_evidence,in_known_drugs,in_moa_kg,source_files,prelim_mechanistic_score,CYP3A4_p_value_0,CYP3A4_p_value_1,CYP3A4_CYP3A4_inhibition,CYP2D6_p_value_0,CYP2D6_p_value_1,CYP2D6_CYP2D6_inhibition,CYP2C9_p_value_0,CYP2C9_p_value_1,CYP2C9_CYP2C9_inhibition,CYP2C19_p_value_0,CYP2C19_p_value_1,CYP2C19_CYP2C19_inhibition,CYP1A2_p_value_0,CYP1A2_p_value_1,CYP1A2_CYP1A2_inhibition,hERG_p_value_0,hERG_p_value_1,hERG_hERG_inhibition,AMES_p_value_0,AMES_p_value_1,AMES_AMES_mutagenic,PGP_p_value_0,PGP_p_value_1,PGP_PGP_inhibition,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity_logP,PAMPA_p_value_0,PAMPA_p_value_1,PAMPA_PAMPA_permeability,BBB_p_value_0,BBB_p_value_1,BBB_BBB_penetration,hERG_flag,CYP3A4_inhib_flag,CYP2D6_inhib_flag,CYP2C9_inhib_flag,CYP2C19_inhib_flag,CYP1A2_inhib_flag,PGP_inhib_flag,AMES_flag,poor_solubility_flag,good_solubility_bonus,high_logP_flag,low_logP_flag,good_logP_bonus,low_perm_flag,good_perm_bonus,bbb_penetrant_info,multi_cyp_inhib_count,cyp3a4_inhibitor_flag,DDI_flag,composite_score,confidence
CHEMBL4297296,KOS-1584,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C1,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,0.717,0.0442,0.0,0.663,0.0824,0.0,0.12,0.474,1.0,0.269,0.199,0.0,0.467,0.0591,0.0,0.649,0.0651,0,0.407,0.0785,0.0,0.09,0.239,1,-3.27,-3.8,-2.74,-3.8,-2.74,5.042320000000006,0.475,0.183,0.0,0.478,0.0374,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,L
CHEMBL4297356,AZD-8848,CCCCOc1nc(N)c2[nH]c(=O)n(CCCN(CCCN3CCOCC3)Cc3cccc(CC(=O)OC)c3)c2n1,,0,0,R-HSA-1679131|Trafficking and processing of endosomal TLR;R-HSA-168181|Toll Like Receptor 7/8 (TLR7/8) Cascade;R-HSA-5686938|Regulation of TLR by endogenous ligand;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9692916|SARS-CoV-1 activates/modulates innate immune responses;R-HSA-9705671|SARS-CoV-2 activates/modulates innate and adaptive immune responses;R-HSA-975110|TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling;R-HSA-975138|TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation;R-HSA-975155|MyD88 dependent cascade initiated on endosome;R-HSA-9824856|Defective regulation of TLR7 by endogenous ligand;R-HSA-9833110|RSV-host interactions,11,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.72,0.033,0.0,0.818,0.0422,0.0,0.376,0.151,0.0,0.803,0.0258,0.0,0.945,0.00326,0.0,0.826,0.0332,0,0.96,0.00643,0.0,0.979,0.00981,0,-1.79,-2.5,-1.09,-2.5,-1.09,2.2108000000000017,0.225,0.457,1.0,0.0903,0.534,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.5,L
CHEMBL4297383,GSK-1521498,Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1,,0,0,R-HSA-375276|Peptide ligand-binding receptors;R-HSA-418594|G alpha (i) signalling events;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling,3,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,0.184,0.333,1.0,0.492,0.144,0.0,0.435,0.122,0.0,0.864,0.0165,0.0,0.104,0.359,1.0,0.775,0.0443,0,0.461,0.0722,0.0,0.243,0.145,0,-6.13,-7.28,-4.98,-7.28,-4.98,4.673900000000002,0.487,0.137,0.0,0.155,0.308,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,-3.5,L
CHEMBL4297440,T-900607,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(N)=O,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,2.0,Unknown status,0,0,pathway_drug_candidates,4.0,0.28,0.229,0.5,0.311,0.206,0.5,0.00564,0.953,1.0,0.903,0.0121,0.0,0.756,0.0153,0.0,0.938,0.00966,0,0.77,0.0307,0.0,0.186,0.153,0,-3.44,-4.04,-2.84,-4.04,-2.84,2.6820999999999993,0.577,0.0899,0.0,0.183,0.232,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,-1.5,L
CHEMBL4297441,PACLITAXEL DOCOSAHEXAENOIC ACID,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](C(=O)O[C@H]1C[C@@]2(O)[C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](NC(=O)c1ccccc1)c1ccccc1,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,3.0,Completed,0,0,pathway_drug_candidates,5.0,0.801,0.0299,0.0,0.307,0.249,0.5,0.834,0.0115,0.0,0.596,0.0637,0.0,0.707,0.0219,0.0,0.917,0.0134,0,0.826,0.0199,0.0,0.102,0.203,1,-0.227,-0.557,0.103,-0.557,0.103,10.764499999999996,0.00993,0.995,1.0,0.558,0.0222,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,L
CHEMBL4297447,TRV-120027,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,,0,0,R-HSA-375276|Peptide ligand-binding receptors;R-HSA-416476|G alpha (q) signalling events;R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis;R-HSA-8856828|Clathrin-mediated endocytosis,4,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.544,0.0828,0.0,0.987,0.00197,0.0,0.921,0.00431,0.0,0.954,0.003,0.0,0.999,0.000852,0.0,0.892,0.0222,0,0.802,0.0267,0.0,0.826,0.0264,0,0.0113,-0.454,0.477,-0.454,0.477,-1.9104300000000052,0.976,0.00284,0.0,0.472,0.0275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,L
CHEMBL4297460,DOVRAMILAST,CCOc1cc([C@@H](CS(C)(=O)=O)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC,,0,0,"R-HSA-180024|DARPP-32 events;R-HSA-418555|G alpha (s) signalling events;R-HSA-9860927|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.262,0.249,0.5,0.289,0.26,0.5,0.53,0.083,0.0,0.923,0.00632,0.0,0.554,0.0491,0.0,0.764,0.0422,0,0.727,0.0317,0.0,0.14,0.235,1,-3.57,-4.07,-3.08,-4.07,-3.08,3.1841000000000017,0.242,0.375,1.0,0.125,0.386,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,-2.5,L
CHEMBL4297477,BREPOCITINIB,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,,0,0,R-HSA-1059683|Interleukin-6 signaling;R-HSA-110056|MAPK3 (ERK1) activation;R-HSA-112411|MAPK1 (ERK2) activation;R-HSA-449836|Other interleukin signaling;R-HSA-5673001|RAF/MAP kinase cascade;R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-6788467|IL-6-type cytokine receptor ligand interactions;R-HSA-8854691|Interleukin-20 family signaling;R-HSA-8984722|Interleukin-35 Signalling;R-HSA-9020591|Interleukin-12 signaling;R-HSA-9020933|Interleukin-23 signaling;R-HSA-9020956|Interleukin-27 signaling;R-HSA-909733|Interferon alpha/beta signaling;R-HSA-912694|Regulation of IFNA/IFNB signaling;R-HSA-9674555|Signaling by CSF3 (G-CSF);R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9705462|Inactivation of CSF3 (G-CSF) signaling;R-HSA-9705671|SARS-CoV-2 activates/modulates innate and adaptive immune responses;R-HSA-9725370|Signaling by ALK fusions and activated point mutants;R-HSA-9833109|Evasion by RSV of host interferon responses,21,12,,3.0,Recruiting,0,0,pathway_drug_candidates,13.0,0.359,0.169,0.0,0.543,0.142,0.0,0.63,0.0654,0.0,0.603,0.0669,0.0,0.483,0.0594,0.0,0.0495,0.46,1,0.343,0.109,0.0,0.579,0.0702,0,-3.25,-3.92,-2.59,-3.92,-2.59,1.7884999999999995,0.269,0.387,0.5,0.155,0.362,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.5,M
CHEMBL4297492,GSK-2245035,CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1,,0,0,R-HSA-1679131|Trafficking and processing of endosomal TLR;R-HSA-168181|Toll Like Receptor 7/8 (TLR7/8) Cascade;R-HSA-5686938|Regulation of TLR by endogenous ligand;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9692916|SARS-CoV-1 activates/modulates innate immune responses;R-HSA-9705671|SARS-CoV-2 activates/modulates innate and adaptive immune responses;R-HSA-975110|TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling;R-HSA-975138|TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation;R-HSA-975155|MyD88 dependent cascade initiated on endosome;R-HSA-9824856|Defective regulation of TLR7 by endogenous ligand;R-HSA-9833110|RSV-host interactions,11,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.47,0.124,0.0,0.636,0.0863,0.0,0.924,0.00593,0.0,0.92,0.0106,0.0,0.367,0.0972,0.0,0.958,0.00857,0,0.796,0.0252,0.0,0.816,0.0457,0,-1.66,-2.95,-0.366,-2.95,-0.366,2.9254000000000016,0.477,0.157,0.0,0.19,0.245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,L
CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,,0,0,"R-HSA-1059683|Interleukin-6 signaling;R-HSA-110056|MAPK3 (ERK1) activation;R-HSA-112411|MAPK1 (ERK2) activation;R-HSA-1170546|Prolactin receptor signaling;R-HSA-1433557|Signaling by SCF-KIT;R-HSA-2586552|Signaling by Leptin;R-HSA-449836|Other interleukin signaling;R-HSA-512988|Interleukin-3, Interleukin-5 and GM-CSF signaling;R-HSA-5673000|RAF activation;R-HSA-5673001|RAF/MAP kinase cascade;R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-6788467|IL-6-type cytokine receptor ligand interactions;R-HSA-6802946|Signaling by moderate kinase activity BRAF mutants;R-HSA-8854691|Interleukin-20 family signaling;R-HSA-8984722|Interleukin-35 Signalling;R-HSA-9020591|Interleukin-12 signaling;R-HSA-9020933|Interleukin-23 signaling;R-HSA-9020956|Interleukin-27 signaling;R-HSA-909733|Interferon alpha/beta signaling;R-HSA-912694|Regulation of IFNA/IFNB signaling;R-HSA-9674555|Signaling by CSF3 (G-CSF);R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9705462|Inactivation of CSF3 (G-CSF) signaling;R-HSA-9705671|SARS-CoV-2 activates/modulates innate and adaptive immune responses;R-HSA-9725370|Signaling by ALK fusions and activated point mutants;R-HSA-9833109|Evasion by RSV of host interferon responses;RMTs methylate histone arginines",28,13,,3.0,Completed;Recruiting,0,0,pathway_drug_candidates,13.0,0.327,0.189,0.0,0.556,0.119,0.0,0.856,0.0156,0.0,0.682,0.0441,0.0,0.0186,0.7,1.0,0.201,0.247,1,0.366,0.0846,0.0,0.197,0.152,0,-3.25,-3.81,-2.69,-3.81,-2.69,1.2987799999999996,0.212,0.426,1.0,0.242,0.134,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,M
CHEMBL4297520,OGLEMILAST,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,,0,0,"R-HSA-180024|DARPP-32 events;R-HSA-418555|G alpha (s) signalling events;R-HSA-9860927|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.0336,0.662,1.0,0.0105,0.824,1.0,0.0262,0.829,1.0,0.118,0.416,1.0,0.0405,0.557,1.0,0.697,0.0581,0,0.606,0.0538,0.0,0.46,0.111,0,-6.13,-6.63,-5.62,-6.63,-5.62,5.513000000000003,0.425,0.167,0.0,0.111,0.388,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,-7.5,L
CHEMBL4297524,RADOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,,0,0,"R-HSA-9860927|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",1,0,,3.0,"Active, not recruiting",0,0,pathway_drug_candidates,3.0,0.0414,0.661,1.0,0.121,0.414,1.0,0.182,0.351,1.0,0.746,0.033,0.0,0.23,0.167,0.5,0.89,0.0199,0,0.731,0.0395,0.0,0.159,0.225,1,-3.31,-4.3,-2.33,-4.3,-2.33,5.750840000000004,0.282,0.366,0.5,0.124,0.388,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,-6.0,L
CHEMBL4297527,REVAMILAST,O=C(Nc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2oc3ccncc3c12,,0,0,"R-HSA-180024|DARPP-32 events;R-HSA-418555|G alpha (s) signalling events;R-HSA-9860927|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",3,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.0475,0.618,1.0,0.0164,0.794,1.0,0.0255,0.81,1.0,0.13,0.403,1.0,0.0517,0.525,1.0,0.756,0.0436,0,0.328,0.105,0.0,0.292,0.169,0,-4.28,-4.87,-3.68,-4.87,-3.68,4.7749000000000015,0.263,0.443,0.5,0.211,0.207,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,5.0,1.0,1.0,-7.5,L
CHEMBL4297538,MK-0812,,,0,0,R-HSA-380108|Chemokine receptors bind chemokines;R-HSA-418594|G alpha (i) signalling events;R-HSA-6783783|Interleukin-10 signaling,3,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,L
CHEMBL4297564,COBITOLIMOD,,,0,0,R-HSA-1679131|Trafficking and processing of endosomal TLR;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-975110|TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling;R-HSA-975138|TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation;R-HSA-975155|MyD88 dependent cascade initiated on endosome,5,0,,3.0,Completed,0,0,pathway_drug_candidates,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,L
CHEMBL4297572,ABBV-3373,,NR3C1;TNF,2,2,"Circadian Clock;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors;R-HSA-5357905|Regulation of TNFR1 signaling;R-HSA-5357956|TNFR1-induced NF-kappa-B signaling pathway;R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-8849473|PTK6 Expression;R-HSA-8939902|Regulation of RUNX2 expression and activity;R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9768777|Regulation of NPAS4 gene transcription",13,2,,2.0,Completed,0,0,protein_drug_candidates;pathway_drug_candidates,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,H
CHEMBL4297589,SELATOGREL,CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1,,0,0,R-HSA-418594|G alpha (i) signalling events,1,0,,3.0,Enrolling by invitation,0,0,pathway_drug_candidates,3.0,0.972,0.00469,0.0,0.883,0.0268,0.0,0.316,0.209,0.5,0.165,0.342,1.0,0.0248,0.702,1.0,0.984,0.00311,0,0.552,0.0491,0.0,0.16,0.187,1,-3.22,-3.57,-2.87,-3.57,-2.87,1.7257000000000005,0.262,0.496,0.5,0.162,0.314,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,-1.5,L
CHEMBL4297608,ELDECALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O,,0,0,R-HSA-196791|Vitamin D (calciferol) metabolism;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,,3.0,Completed,0,0,pathway_drug_candidates,3.0,0.861,0.0186,0.0,0.843,0.0328,0.0,0.451,0.133,0.0,0.781,0.0314,0.0,0.763,0.0142,0.0,0.875,0.0201,0,0.437,0.08,0.0,0.173,0.172,0.5,-2.46,-2.85,-2.07,-2.85,-2.07,5.082200000000007,0.345,0.269,0.5,0.0917,0.615,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,L
CHEMBL4297616,OLINCIGUAT,NC(=O)[C@](O)(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)C(F)(F)F,,0,0,R-HSA-445355|Smooth Muscle Contraction,1,0,,2.0,Terminated,0,0,pathway_drug_candidates,2.0,0.289,0.22,0.5,0.279,0.264,0.5,0.0384,0.704,1.0,0.332,0.155,0.0,0.18,0.236,0.5,0.955,0.00842,0,0.33,0.115,0.0,0.253,0.156,0,-2.42,-2.9,-1.94,-2.9,-1.94,2.5122,0.541,0.102,0.0,0.173,0.237,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,-4.5,L
